CustomerID,Product,Quantity,Price,TotalAmount
1479,TV,2,4994,9988
1325,TV,7,4546,31822
1120,Shoes,2,2948,5896
1381,Mobile,7,1648,11536
1197,Mobile,6,3579,21474
1033,Shoes,2,1362,2724
1432,TV,8,3446,27568
1397,TV,10,4165,41650
1143,TV,2,2889,5778
1419,Laptop,7,3277,22939
1204,Shoes,5,2057,10285
1286,TV,7,3546,24822
1103,Mobile,5,3000,15000
1287,Mobile,9,2457,22113
1403,Mobile,4,4682,18728
1052,TV,6,4957,29742
1268,TV,3,3422,10266
1166,TV,4,4103,16412
1347,Laptop,6,3068,18408
1278,TV,4,4749,18996
1025,Shoes,6,941,5646
1080,Shoes,4,1574,6296
1057,Laptop,1,4398,4398
1104,Shoes,10,1342,13420
1482,Mobile,2,2753,5506
1390,Laptop,4,4941,19764
1368,Shoes,7,1473,10311
1378,Shoes,7,3602,25214
1242,Mobile,10,3916,39160
1197,Mobile,8,2922,23376
1194,Laptop,7,3122,21854
1484,Laptop,1,1434,1434
1275,Mobile,7,1496,10472
1422,TV,7,3612,25284
1105,TV,6,2788,16728
1074,Laptop,5,919,4595
1437,Laptop,4,2102,8408
1147,TV,1,3217,3217
1129,Mobile,2,1165,2330
1050,Laptop,6,1905,11430
1082,Mobile,9,3221,28989
1283,Laptop,9,4219,37971
1104,Laptop,2,1063,2126
1329,Laptop,3,944,2832
1011,Laptop,2,715,1430
1422,Laptop,5,3598,17990
1042,Mobile,3,2540,7620
1021,Shoes,5,2723,13615
1296,TV,10,1520,15200
1135,Mobile,1,721,721
1415,Mobile,3,2332,6996
1250,TV,1,1763,1763
1373,Laptop,4,4838,19352
1441,Shoes,2,3004,6008
1060,Mobile,2,1592,3184
1462,Shoes,4,728,2912
1370,Laptop,4,2037,8148
1388,Laptop,10,3808,38080
1424,Laptop,7,797,5579
1072,Laptop,3,4302,12906
1102,TV,3,3156,9468
1266,Laptop,2,2499,4998
1006,Laptop,4,1334,5336
1244,Mobile,7,3541,24787
1126,Shoes,4,2844,11376
1048,Mobile,7,3440,24080
1457,Laptop,5,3100,15500
1316,Shoes,9,4621,41589
1004,TV,3,1644,4932
1161,Mobile,2,1998,3996
1392,Laptop,1,1185,1185
1356,Shoes,6,3295,19770
1398,TV,7,2309,16163
1365,Shoes,4,4182,16728
1259,Laptop,4,3676,14704
1272,Mobile,6,4435,26610
1269,Shoes,7,1835,12845
1376,Laptop,8,2348,18784
1466,Mobile,1,2173,2173
1477,Mobile,7,1127,7889
1382,Laptop,3,1388,4164
1004,Shoes,9,1414,12726
1414,TV,5,708,3540
1481,TV,9,1402,12618
1463,Laptop,4,4741,18964
1005,Shoes,9,1200,10800
1369,Mobile,5,867,4335
1158,TV,1,3318,3318
1291,Laptop,4,3212,12848
1332,Shoes,9,2814,25326
1422,Shoes,1,629,629
1393,TV,5,4241,21205
1123,Laptop,9,3281,29529
1154,Mobile,1,1398,1398
1387,Laptop,2,3138,6276
1124,Mobile,7,506,3542
1227,Shoes,3,4375,13125
1052,Shoes,3,2025,6075
1268,Mobile,5,867,4335
1134,Laptop,1,3191,3191
1413,TV,3,3778,11334
1393,TV,10,3647,36470
1087,Laptop,8,4151,33208
1488,Mobile,5,4106,20530
1473,Mobile,4,2843,11372
1452,Shoes,1,1018,1018
1397,TV,4,2787,11148
1036,Shoes,6,4156,24936
1225,TV,4,523,2092
1015,TV,10,3963,39630
1163,Laptop,9,3688,33192
1414,Laptop,2,519,1038
1055,Laptop,7,3643,25501
1080,TV,1,1421,1421
1020,Shoes,9,1111,9999
1102,Laptop,2,3975,7950
1386,Laptop,6,3529,21174
1253,TV,4,1072,4288
1423,TV,1,1627,1627
1292,TV,1,1171,1171
1255,Laptop,5,4505,22525
1210,Mobile,5,2835,14175
1363,TV,6,3504,21024
1227,TV,6,1750,10500
1013,TV,3,3031,9093
1500,TV,9,3996,35964
1107,Mobile,9,4530,40770
1035,TV,4,1023,4092
1047,Laptop,3,4579,13737
1182,Shoes,6,2145,12870
1204,TV,8,1556,12448
1150,Shoes,8,3030,24240
1215,Shoes,9,514,4626
1274,TV,8,1082,8656
1099,TV,10,2892,28920
1207,Mobile,9,3744,33696
1290,Shoes,3,2929,8787
1307,Mobile,8,2898,23184
1434,Mobile,6,2847,17082
1492,TV,6,1643,9858
1319,TV,2,1635,3270
1163,Laptop,1,3945,3945
1299,Mobile,9,2101,18909
1490,TV,10,734,7340
1420,Shoes,6,981,5886
1349,TV,9,1763,15867
1304,Mobile,10,4695,46950
1163,Shoes,3,2036,6108
1484,Shoes,9,1499,13491
1405,Mobile,9,4853,43677
1384,Laptop,1,2578,2578
1029,TV,8,953,7624
1290,Laptop,3,3457,10371
1260,Laptop,10,1048,10480
1120,Mobile,1,873,873
1260,Mobile,6,4201,25206
1249,Shoes,6,3538,21228
1343,Shoes,7,3533,24731
1401,Laptop,7,2316,16212
1430,Shoes,3,2634,7902
1451,Laptop,3,4749,14247
1031,Shoes,10,2839,28390
1221,Shoes,6,3275,19650
1114,TV,1,3839,3839
1264,Laptop,3,556,1668
1398,Mobile,2,3891,7782
1344,Laptop,7,3912,27384
1414,Laptop,8,789,6312
1228,Laptop,1,3042,3042
1492,Laptop,7,2961,20727
1454,TV,4,3291,13164
1226,TV,10,4658,46580
1131,Shoes,4,4301,17204
1184,Mobile,1,3041,3041
1478,TV,8,4403,35224
1459,Mobile,9,1917,17253
1410,TV,6,4065,24390
1164,Mobile,1,1325,1325
1286,Laptop,9,1279,11511
1245,Laptop,6,1935,11610
1251,Shoes,1,1140,1140
1104,Laptop,10,725,7250
1057,Laptop,9,3863,34767
1481,Shoes,9,1086,9774
1456,Mobile,3,4701,14103
1277,TV,8,928,7424
1291,Shoes,3,1228,3684
1060,TV,8,4164,33312
1461,TV,7,2922,20454
1468,TV,10,2697,26970
1297,Mobile,7,3259,22813
1160,TV,6,573,3438
1008,Shoes,6,936,5616
1165,TV,2,2486,4972
1373,Shoes,2,1911,3822
1479,Laptop,6,1660,9960
1271,TV,1,1979,1979
1202,TV,1,1880,1880
1500,Shoes,1,4977,4977
1051,Laptop,10,3938,39380
1447,Mobile,10,1887,18870
1425,TV,5,683,3415
1386,Mobile,5,2234,11170
1076,TV,2,3795,7590
1499,Shoes,10,685,6850
1495,Mobile,4,4304,17216
1385,Mobile,1,4446,4446
1051,Shoes,10,3163,31630
1047,Shoes,8,1387,11096
1234,Shoes,10,4720,47200
1102,Mobile,7,3594,25158
1367,Laptop,1,949,949
1284,Mobile,3,850,2550
1148,Mobile,4,3226,12904
1221,Mobile,6,2849,17094
1254,Mobile,10,953,9530
1294,TV,1,4230,4230
1090,TV,5,4726,23630
1120,Shoes,3,2544,7632
1479,Laptop,10,1071,10710
1441,Laptop,3,4868,14604
1033,Mobile,9,3370,30330
1268,Mobile,3,4698,14094
1002,Mobile,2,715,1430
1071,TV,7,1034,7238
1216,TV,5,3354,16770
1317,Shoes,2,3004,6008
1137,TV,8,4918,39344
1471,TV,3,3684,11052
1112,Laptop,5,867,4335
1402,Mobile,9,4189,37701
1220,Laptop,4,2475,9900
1166,Mobile,4,889,3556
1172,Mobile,4,2734,10936
1219,TV,4,3876,15504
1394,TV,8,3891,31128
1123,Shoes,7,2568,17976
1088,TV,6,1090,6540
1128,TV,5,1921,9605
1380,Mobile,10,4539,45390
1185,Mobile,3,3985,11955
1096,Shoes,3,3177,9531
1290,TV,3,2629,7887
1244,Mobile,9,3875,34875
1129,Laptop,1,2824,2824
1452,Shoes,10,4647,46470
1036,Laptop,2,2366,4732
1231,Laptop,4,1964,7856
1351,Mobile,7,3104,21728
1428,Mobile,2,3357,6714
1470,Shoes,4,1379,5516
1496,Laptop,9,4006,36054
1359,Shoes,7,3588,25116
1489,TV,4,1123,4492
1281,Mobile,6,4854,29124
1464,TV,9,1699,15291
1438,Shoes,4,4883,19532
1276,Laptop,7,4653,32571
1410,Mobile,8,2062,16496
1177,Shoes,7,2004,14028
1418,TV,6,3984,23904
1289,Shoes,2,1702,3404
1336,Laptop,9,2863,25767
1492,Shoes,2,1831,3662
1379,Mobile,5,951,4755
1395,TV,8,4549,36392
1329,TV,6,1963,11778
1443,Laptop,2,3285,6570
1282,Laptop,7,3659,25613
1495,TV,8,4297,34376
1077,Laptop,5,2415,12075
1323,TV,5,2647,13235
1035,Laptop,9,3489,31401
1403,TV,2,3092,6184
1488,Laptop,3,3190,9570
1296,Shoes,2,3810,7620
1452,Mobile,10,1389,13890
1412,TV,2,3592,7184
1434,Mobile,4,672,2688
1467,Laptop,4,3862,15448
1494,Mobile,6,2181,13086
1153,TV,3,2729,8187
1087,TV,7,2140,14980
1040,Mobile,10,2408,24080
1198,Laptop,8,3029,24232
1372,Laptop,9,2725,24525
1047,Mobile,1,4413,4413
1363,Mobile,3,592,1776
1086,Mobile,8,3126,25008
1401,TV,5,739,3695
1263,TV,5,3986,19930
1221,Laptop,2,833,1666
1138,TV,10,3536,35360
1035,Shoes,1,3975,3975
1382,Shoes,10,801,8010
1283,Mobile,9,4761,42849
1071,Shoes,4,2473,9892
1271,Mobile,10,4223,42230
1277,Shoes,8,4090,32720
1311,Shoes,3,2928,8784
1387,Mobile,4,2452,9808
1398,Mobile,4,594,2376
1046,TV,5,1758,8790
1318,Shoes,10,4278,42780
1458,TV,4,2824,11296
1394,Mobile,8,4707,37656
1186,Mobile,8,1447,11576
1270,Shoes,7,3791,26537
1452,Mobile,6,1210,7260
1418,Shoes,4,1368,5472
1422,TV,2,3133,6266
1332,TV,7,3027,21189
1369,TV,2,2800,5600
1238,Shoes,4,3946,15784
1054,Shoes,3,750,2250
1262,TV,9,4579,41211
1282,TV,10,3969,39690
1352,Shoes,2,2528,5056
1294,Mobile,2,949,1898
1334,Mobile,2,3804,7608
1084,Shoes,9,1743,15687
1194,TV,4,3050,12200
1138,Mobile,5,1453,7265
1117,Shoes,9,1991,17919
1048,Shoes,6,4279,25674
1260,Mobile,1,932,932
1315,Mobile,8,1977,15816
1494,TV,10,4010,40100
1207,Laptop,3,2877,8631
1022,TV,9,2600,23400
1247,Shoes,4,1686,6744
1262,TV,2,3757,7514
1183,Laptop,6,3071,18426
1485,Shoes,5,1697,8485
1320,TV,6,3085,18510
1226,Laptop,3,2501,7503
1303,Shoes,1,3926,3926
1231,Shoes,5,2755,13775
1434,Mobile,6,4700,28200
1373,Shoes,8,1097,8776
1395,Laptop,4,1505,6020
1047,Shoes,4,1453,5812
1321,Laptop,8,2404,19232
1081,Laptop,7,1259,8813
1163,Mobile,4,2506,10024
1066,TV,4,537,2148
1449,TV,8,2149,17192
1391,Laptop,4,2463,9852
1311,Mobile,7,1559,10913
1417,Shoes,9,4032,36288
1390,Mobile,7,4812,33684
1127,Laptop,9,3075,27675
1394,Laptop,5,1378,6890
1477,Laptop,4,1471,5884
1364,Shoes,2,1234,2468
1380,Mobile,9,1980,17820
1468,TV,3,3360,10080
1112,TV,3,4703,14109
1436,TV,2,676,1352
1062,TV,7,556,3892
1156,Mobile,9,3010,27090
1348,Shoes,3,4879,14637
1206,Shoes,5,968,4840
1253,TV,8,3928,31424
1238,TV,8,2791,22328
1318,TV,6,2183,13098
1255,Laptop,9,3527,31743
1132,Mobile,5,2843,14215
1227,Shoes,1,2868,2868
1498,TV,7,2728,19096
1284,TV,9,513,4617
1292,Shoes,5,3206,16030
1322,Laptop,3,1353,4059
1113,TV,8,4668,37344
1015,Shoes,9,1733,15597
1477,Mobile,9,3106,27954
1377,TV,1,4322,4322
1114,TV,7,652,4564
1335,Laptop,3,4111,12333
1344,Shoes,5,940,4700
1028,Shoes,10,1762,17620
1327,Mobile,3,3233,9699
1115,Shoes,2,1134,2268
1185,Laptop,3,2189,6567
1361,Mobile,3,4506,13518
1397,Laptop,7,2411,16877
1260,TV,6,2453,14718
1028,TV,10,3847,38470
1247,Mobile,4,4515,18060
1206,Mobile,10,4860,48600
1107,Mobile,1,652,652
1266,Mobile,2,2562,5124
1040,Mobile,8,1879,15032
1189,Laptop,5,3524,17620
1304,TV,1,3952,3952
1339,TV,3,1556,4668
1313,Mobile,10,3531,35310
1334,TV,5,3274,16370
1217,TV,2,1548,3096
1103,Mobile,8,1758,14064
1085,Laptop,10,1756,17560
1148,Shoes,8,3403,27224
1005,Laptop,6,3332,19992
1349,TV,4,3268,13072
1260,Laptop,1,4894,4894
1400,TV,4,879,3516
1360,Laptop,6,2526,15156
1355,Mobile,10,2723,27230
1082,TV,9,1912,17208
1229,TV,10,3932,39320
1222,TV,4,3361,13444
1246,Laptop,6,3413,20478
1066,Shoes,4,3595,14380
1092,Mobile,1,3857,3857
1250,TV,10,1535,15350
1022,Shoes,6,4721,28326
1354,Mobile,7,1486,10402
1070,Laptop,1,3568,3568
1352,Shoes,1,2323,2323
1289,Shoes,2,614,1228
1244,Mobile,3,4136,12408
1473,TV,1,2569,2569
1208,Laptop,2,3114,6228
1078,Shoes,10,570,5700
1335,TV,2,2862,5724
1013,Laptop,10,2803,28030
1345,Mobile,1,3150,3150
1493,Laptop,4,3700,14800
1061,Laptop,3,1653,4959
1485,Shoes,6,1523,9138
1207,Mobile,10,1716,17160
1490,Mobile,2,4002,8004
1044,Mobile,6,885,5310
1053,TV,8,4538,36304
1249,Mobile,1,4707,4707
1312,Shoes,1,4587,4587
1324,Mobile,2,3778,7556
1219,Shoes,1,4921,4921
1097,TV,9,1083,9747
1498,Laptop,6,4232,25392
1329,Mobile,7,2834,19838
1033,Shoes,3,1966,5898
1281,Laptop,4,4446,17784
1463,Mobile,9,2862,25758
1351,Mobile,9,4838,43542
1226,Mobile,9,3225,29025
1084,Mobile,5,4186,20930
1277,Laptop,7,2407,16849
1025,TV,2,797,1594
1270,Laptop,3,1697,5091
1091,Mobile,10,2770,27700
1016,Mobile,5,3760,18800
1314,Mobile,9,1572,14148
1075,TV,2,1219,2438
1222,Laptop,3,1507,4521
1380,Laptop,1,4069,4069
1193,Laptop,4,2308,9232
1011,Mobile,2,4125,8250
1283,Laptop,5,980,4900
1091,TV,3,3432,10296
1151,Laptop,2,4723,9446
1110,Mobile,2,2614,5228
1360,Mobile,7,2711,18977
1115,Mobile,6,1416,8496
1011,TV,9,1992,17928
1265,Laptop,3,1210,3630
1351,Laptop,7,1193,8351
1497,Mobile,7,4577,32039
1062,TV,3,1754,5262
1297,TV,10,677,6770
1287,Shoes,3,3278,9834
1316,Shoes,1,1360,1360
1243,TV,5,3265,16325
1109,Laptop,9,1651,14859
1300,TV,3,2716,8148
1158,Mobile,3,2591,7773
1211,Shoes,9,2879,25911
1090,Shoes,10,4183,41830
1431,TV,3,4244,12732
1328,Shoes,6,2088,12528
1375,TV,7,4694,32858
1051,TV,6,2102,12612
1106,Shoes,3,3287,9861
1493,Laptop,5,1816,9080
1107,TV,6,1293,7758
1343,Shoes,10,1770,17700
1064,Mobile,1,3203,3203
1260,Mobile,7,2034,14238
1045,Shoes,2,4286,8572
1038,Mobile,8,3504,28032
1166,Mobile,5,1416,7080
1098,Mobile,3,4867,14601
1414,Mobile,5,3256,16280
1274,TV,5,1281,6405
1483,Shoes,7,3224,22568
1227,Mobile,4,3233,12932
1129,TV,2,4738,9476
1246,Shoes,3,2332,6996
1327,TV,1,2876,2876
1033,Mobile,7,2049,14343
1091,Shoes,10,2529,25290
1433,Laptop,2,3312,6624
1232,Mobile,7,981,6867
1186,Laptop,2,4944,9888
1122,TV,1,2550,2550
1168,Mobile,8,4041,32328
1444,Laptop,7,795,5565
1220,Laptop,6,3046,18276
1262,Shoes,7,4535,31745
1125,Mobile,2,2351,4702
1382,Laptop,3,539,1617
1332,Shoes,10,2097,20970
1418,Shoes,2,600,1200
1166,TV,6,4288,25728
1388,Laptop,10,1844,18440
1119,Laptop,9,4666,41994
1192,Shoes,2,792,1584
1287,TV,9,2989,26901
1151,Shoes,4,2880,11520
1334,Shoes,2,3902,7804
1281,Mobile,9,2344,21096
1399,Mobile,4,3812,15248
1113,TV,5,4850,24250
1092,TV,4,4438,17752
1058,Laptop,5,3338,16690
1256,Shoes,8,2212,17696
1043,Shoes,1,1989,1989
1221,Shoes,4,4507,18028
1065,Shoes,3,2794,8382
1152,Mobile,8,3708,29664
1442,Shoes,5,4275,21375
1430,Mobile,10,2986,29860
1443,TV,5,4290,21450
1325,Mobile,6,3026,18156
1444,Shoes,6,1767,10602
1243,Laptop,5,1245,6225
1182,Mobile,3,2806,8418
1075,TV,4,4723,18892
1071,TV,8,1827,14616
1461,Mobile,4,3961,15844
1063,Shoes,7,4106,28742
1354,TV,1,3451,3451
1404,Shoes,8,4200,33600
1283,Mobile,5,3093,15465
1388,Mobile,6,1617,9702
1229,Mobile,2,3645,7290
1398,Laptop,7,1459,10213
1277,TV,8,816,6528
1167,Mobile,3,4205,12615
1014,Laptop,2,4659,9318
1207,Mobile,7,3413,23891
1296,Mobile,2,2378,4756
1418,Shoes,5,4561,22805
1395,Shoes,5,4147,20735
1047,Shoes,8,4055,32440
1391,TV,6,1482,8892
1107,TV,5,4926,24630
1470,Laptop,9,558,5022
1435,Shoes,4,2850,11400
1074,Laptop,4,4292,17168
1116,Shoes,3,3651,10953
1216,Laptop,2,2856,5712
1340,TV,7,3357,23499
1423,Mobile,9,1010,9090
1063,Mobile,8,860,6880
1099,Shoes,3,4512,13536
1032,Shoes,9,4566,41094
1421,Laptop,5,981,4905
1035,Shoes,4,4525,18100
1217,Shoes,5,3020,15100
1044,Laptop,7,2489,17423
1274,Shoes,6,2773,16638
1015,Laptop,3,4531,13593
1428,Mobile,2,4226,8452
1390,Shoes,4,3714,14856
1052,Laptop,8,4039,32312
1223,Mobile,5,2685,13425
1466,Mobile,6,544,3264
1437,Laptop,3,4637,13911
1373,Mobile,1,3666,3666
1397,Shoes,10,4659,46590
1135,TV,2,2603,5206
1071,TV,8,3806,30448
1301,Mobile,5,4421,22105
1439,Laptop,10,4436,44360
1150,Laptop,2,1180,2360
1060,Laptop,9,1298,11682
1248,Laptop,4,4591,18364
1397,TV,3,1621,4863
1173,Laptop,8,3979,31832
1124,Laptop,10,3788,37880
1423,Mobile,1,3837,3837
1434,Shoes,10,4170,41700
1341,Laptop,4,1635,6540
1225,Laptop,3,861,2583
1203,TV,9,3106,27954
1321,TV,1,1035,1035
1081,TV,8,4668,37344
1333,Shoes,6,3589,21534
1082,Laptop,4,1510,6040
1109,Laptop,10,4991,49910
1097,Shoes,4,4661,18644
1280,TV,10,2010,20100
1306,Mobile,7,602,4214
1225,TV,9,3745,33705
1494,Mobile,9,3559,32031
1471,TV,1,3816,3816
1351,Laptop,10,1583,15830
1122,TV,1,3092,3092
1437,Laptop,7,2172,15204
1482,TV,8,2372,18976
1376,Mobile,4,2281,9124
1009,TV,1,1446,1446
1181,Laptop,2,2948,5896
1442,TV,2,635,1270
1050,Shoes,1,3116,3116
1340,Laptop,6,3898,23388
1290,TV,4,4261,17044
1041,Mobile,3,1573,4719
1255,TV,4,3390,13560
1232,Mobile,10,1730,17300
1212,Laptop,5,2096,10480
1360,Mobile,5,1436,7180
1358,Laptop,9,1825,16425
1295,Laptop,9,1840,16560
1057,TV,4,622,2488
1399,Laptop,2,2513,5026
1017,TV,7,4820,33740
1262,Mobile,10,3267,32670
1275,Mobile,6,4488,26928
1091,TV,10,3117,31170
1146,Shoes,6,1944,11664
1477,TV,2,762,1524
1391,TV,3,4184,12552
1432,TV,2,2987,5974
1102,TV,10,4833,48330
1152,Mobile,10,3128,31280
1017,Laptop,6,3144,18864
1109,TV,8,4283,34264
1175,Shoes,10,1353,13530
1070,TV,1,1977,1977
1279,Mobile,8,3912,31296
1071,Shoes,8,2928,23424
1403,TV,6,4783,28698
1111,Mobile,7,627,4389
1251,Shoes,10,4067,40670
1422,TV,6,3059,18354
1276,TV,10,2671,26710
1022,Laptop,4,1298,5192
1088,TV,6,4569,27414
1290,Laptop,8,3647,29176
1103,Mobile,4,2033,8132
1337,Shoes,9,3218,28962
1025,Laptop,3,548,1644
1095,Mobile,2,998,1996
1191,Shoes,2,4955,9910
1489,Shoes,8,1229,9832
1264,Laptop,8,2112,16896
1030,Shoes,8,3604,28832
1218,TV,10,1559,15590
1168,Shoes,1,2529,2529
1423,TV,8,2039,16312
1087,Mobile,6,3296,19776
1188,Shoes,3,4774,14322
1246,Laptop,2,4888,9776
1413,Mobile,3,4193,12579
1252,Shoes,4,521,2084
1477,Laptop,9,4856,43704
1384,Laptop,2,2246,4492
1207,TV,5,2338,11690
1037,Shoes,10,1646,16460
1218,Laptop,8,1123,8984
1037,Mobile,3,4343,13029
1392,TV,7,1258,8806
1384,Shoes,6,4585,27510
1425,Shoes,8,1569,12552
1161,Mobile,7,626,4382
1197,TV,3,1990,5970
1032,Shoes,5,514,2570
1089,Laptop,6,4606,27636
1280,Laptop,1,585,585
1195,Laptop,9,4536,40824
1160,Shoes,5,2115,10575
1336,Laptop,2,1820,3640
1454,TV,5,1609,8045
1303,Laptop,9,3438,30942
1281,Shoes,10,2405,24050
1387,Mobile,7,3838,26866
1357,Mobile,4,1783,7132
1200,Shoes,3,4268,12804
1377,TV,8,4733,37864
1080,Mobile,7,2989,20923
1223,Laptop,4,4597,18388
1033,TV,4,1450,5800
1267,Laptop,5,4966,24830
1492,Mobile,2,1012,2024
1022,Shoes,10,1623,16230
1173,TV,4,2137,8548
1373,TV,2,4635,9270
1403,Mobile,3,1490,4470
1061,Mobile,7,3154,22078
1203,Laptop,5,4979,24895
1096,Mobile,6,1047,6282
1470,Mobile,3,2461,7383
1451,Laptop,9,2205,19845
1304,Mobile,4,999,3996
1234,Mobile,6,1592,9552
1422,TV,10,3665,36650
1205,Shoes,8,2625,21000
1354,Shoes,3,4578,13734
1451,TV,7,1091,7637
1060,Mobile,9,2465,22185
1098,Mobile,4,3110,12440
1356,Laptop,8,3729,29832
1327,TV,7,3732,26124
1015,Shoes,2,585,1170
1092,TV,10,3088,30880
1252,Laptop,9,1993,17937
1417,Mobile,4,4297,17188
1201,TV,9,939,8451
1408,Laptop,5,3147,15735
1097,Mobile,1,4424,4424
1133,TV,4,1329,5316
1241,Mobile,4,1623,6492
1329,Laptop,2,601,1202
1372,Laptop,9,1921,17289
1146,Laptop,5,4427,22135
1144,Laptop,8,1721,13768
1103,TV,8,3337,26696
1259,Shoes,5,1793,8965
1463,Shoes,7,1717,12019
1176,TV,3,4293,12879
1053,TV,8,3340,26720
1443,Mobile,9,598,5382
1445,TV,2,4445,8890
1036,Shoes,7,1117,7819
1193,TV,4,2471,9884
1384,TV,2,950,1900
1097,Mobile,9,4097,36873
1035,Shoes,2,4710,9420
1017,Laptop,5,802,4010
1413,Laptop,5,4384,21920
1482,Mobile,5,4375,21875
1450,Laptop,3,1486,4458
1042,Laptop,3,1341,4023
1089,Laptop,5,682,3410
1076,Shoes,1,4897,4897
1202,TV,1,4178,4178
1395,TV,1,2824,2824
1110,TV,6,3287,19722
1289,Mobile,7,2296,16072
1018,TV,6,3878,23268
1167,Shoes,4,3855,15420
1111,Mobile,6,4980,29880
1058,Laptop,6,3860,23160
1246,TV,3,1596,4788
1475,Mobile,10,4298,42980
1186,Laptop,9,3200,28800
1127,Mobile,10,4413,44130
1245,Laptop,4,680,2720
1445,Laptop,2,2203,4406
1008,Shoes,10,2849,28490
1021,TV,3,2763,8289
1331,Shoes,2,3536,7072
1220,Laptop,8,4722,37776
1253,Laptop,8,3651,29208
1374,Laptop,10,1575,15750
1306,Mobile,10,2449,24490
1082,Shoes,4,2425,9700
1062,TV,3,757,2271
1045,Shoes,1,1003,1003
1231,Mobile,10,1837,18370
1454,Laptop,6,3562,21372
1452,Mobile,1,712,712
1099,TV,10,1307,13070
1054,Shoes,4,3665,14660
1472,TV,8,2777,22216
1161,Shoes,2,875,1750
1482,TV,2,4103,8206
1233,Laptop,2,2161,4322
1158,Laptop,7,4732,33124
1461,Laptop,4,3964,15856
1445,TV,1,4355,4355
1085,Mobile,7,513,3591
1461,Mobile,3,820,2460
1096,Laptop,3,4827,14481
1269,Mobile,8,2778,22224
1339,TV,6,4401,26406
1427,Laptop,5,2889,14445
1459,Mobile,1,1512,1512
1243,TV,1,3215,3215
1303,Shoes,4,2446,9784
1206,Laptop,3,1599,4797
1409,Mobile,3,2894,8682
1364,Laptop,10,2990,29900
1396,Mobile,3,3409,10227
1441,Shoes,3,4647,13941
1140,Mobile,2,1872,3744
1008,Laptop,5,2714,13570
1010,TV,6,2590,15540
1412,Laptop,3,2469,7407
1234,Laptop,6,2929,17574
1323,Laptop,2,3460,6920
1198,Mobile,7,3550,24850
1005,Laptop,8,2376,19008
1183,Shoes,10,548,5480
1318,Laptop,9,4143,37287
1440,TV,4,1785,7140
1427,TV,3,3904,11712
1198,Mobile,10,4488,44880
1141,TV,1,4853,4853
1475,Shoes,5,1486,7430
1374,TV,2,3702,7404
1239,TV,9,2807,25263
1354,Laptop,10,4296,42960
1385,TV,1,1220,1220
1238,Mobile,1,4915,4915
1093,Shoes,9,1351,12159
1222,TV,5,1023,5115
1488,Shoes,1,4383,4383
1003,Shoes,5,3852,19260
1033,Laptop,10,2044,20440
1080,TV,4,4191,16764
1008,Mobile,1,838,838
1121,Laptop,2,691,1382
1324,Laptop,7,4675,32725
1393,Laptop,8,4098,32784
1356,TV,9,3515,31635
1472,Mobile,9,4854,43686
1324,TV,9,4678,42102
1154,Mobile,9,4924,44316
1095,TV,8,4652,37216
1460,Laptop,5,3981,19905
1333,Mobile,4,3831,15324
1147,Shoes,9,2730,24570
1039,Shoes,8,2632,21056
1364,TV,7,621,4347
1377,Laptop,3,4171,12513
1238,TV,1,3744,3744
1020,Mobile,5,3916,19580
1302,Mobile,8,1830,14640
1421,Laptop,4,1597,6388
1142,Laptop,10,3951,39510
1026,TV,1,4849,4849
1078,Mobile,8,2180,17440
1056,Shoes,9,2370,21330
1397,Laptop,5,1842,9210
1365,Shoes,2,3514,7028
1023,Laptop,8,3372,26976
1397,Shoes,10,3916,39160
1295,Laptop,6,544,3264
1292,TV,6,3943,23658
1365,Shoes,5,4180,20900
1305,TV,7,3363,23541
1393,TV,10,2715,27150
1235,TV,10,4574,45740
1409,Mobile,3,3142,9426
1458,Mobile,10,2337,23370
1379,TV,4,3309,13236
1455,TV,9,2416,21744
1108,Shoes,6,932,5592
1259,Laptop,8,3998,31984
1439,Shoes,9,3654,32886
1126,TV,1,2295,2295
1020,Mobile,8,3326,26608
1125,TV,3,4893,14679
1196,Laptop,3,3745,11235
1210,Laptop,1,1139,1139
1045,Mobile,2,2313,4626
1384,Mobile,8,4034,32272
1437,Shoes,6,2021,12126
1399,Shoes,1,2681,2681
1490,TV,6,4112,24672
1206,Shoes,10,2480,24800
1488,Laptop,4,2414,9656
1354,Mobile,9,3425,30825
1053,TV,1,4450,4450
1363,Shoes,1,4490,4490
1124,TV,8,1731,13848
1428,TV,9,3827,34443
1058,Mobile,2,2991,5982
1278,Mobile,7,1815,12705
1175,Laptop,3,4798,14394
1018,Laptop,5,639,3195
1128,Mobile,2,3268,6536
1221,Mobile,3,1971,5913
1473,Mobile,1,4855,4855
1069,Mobile,4,3474,13896
1372,Shoes,3,813,2439
1025,Laptop,5,4031,20155
1046,Shoes,7,4861,34027
1302,TV,7,4714,32998
1134,TV,7,2818,19726
1437,Shoes,1,1235,1235
1241,Shoes,10,2313,23130
1484,TV,4,1491,5964
1441,Mobile,10,1259,12590
1433,Shoes,7,4871,34097
1143,Mobile,2,3683,7366
1440,Laptop,9,1692,15228
1050,Shoes,8,4594,36752
1112,Laptop,3,4740,14220
1379,TV,6,2964,17784
1136,Shoes,5,3405,17025
1007,TV,4,2513,10052
1058,Mobile,2,1448,2896
1219,TV,3,2348,7044
1283,Laptop,6,3833,22998
1288,Mobile,4,4079,16316
1438,Laptop,9,1171,10539
1397,Laptop,10,4791,47910
